Entry Name	Length	organism
NECT3_HUMAN	549	human
GPR84_HUMAN	396	human
INCE_HUMAN	918	human
EXOS5_HUMAN	235	human
EXOS3_HUMAN	275	human
KI13B_HUMAN	1826	human
PAK6_HUMAN	681	human
PRD11_HUMAN	511	human
PRD10_HUMAN	1147	human
PRDM9_HUMAN	894	human
PRDM8_HUMAN	689	human
SC31B_HUMAN	1179	human
PRDM7_HUMAN	492	human
ANLN_HUMAN	1124	human
XPP1_HUMAN	623	human
CNGB3_HUMAN	809	human
PRDM6_HUMAN	595	human
PRDM5_HUMAN	630	human
GEPH_HUMAN	736	human
MYO5C_HUMAN	1742	human
NPDC1_HUMAN	325	human
ITM2C_HUMAN	267	human
BIN3_HUMAN	253	human
SAS10_HUMAN	479	human
DAZ1_HUMAN	744	human
STAR7_HUMAN	370	human
ZC4H2_HUMAN	224	human
ENTP7_HUMAN	604	human
ZNF71_HUMAN	489	human
TCIM_HUMAN	106	human
BIRC6_HUMAN	4857	human
ZN302_HUMAN	478	human
PDLI7_HUMAN	457	human
C163B_HUMAN	1453	human
ACSA_HUMAN	701	human
DYRK4_HUMAN	520	human
PAR11_HUMAN	338	human
ANM8_HUMAN	394	human
GDF3_HUMAN	364	human
DBLOH_HUMAN	239	human
DDX21_HUMAN	783	human
SAR1A_HUMAN	198	human
DPOE4_HUMAN	117	human
MA1C1_HUMAN	630	human
SIAS_HUMAN	359	human
SHLB2_HUMAN	395	human
ASH1L_HUMAN	2969	human
EI2BG_HUMAN	452	human
BATF3_HUMAN	127	human
MBNL1_HUMAN	388	human
DLL4_HUMAN	685	human
CP26B_HUMAN	512	human
KLHL1_HUMAN	748	human
ASAH2_HUMAN	780	human
ARHG4_HUMAN	690	human
ARHG3_HUMAN	526	human
KCNQ5_HUMAN	932	human
S2A4R_HUMAN	387	human
DAZ3_HUMAN	486	human
TLR9_HUMAN	1032	human
TLR8_HUMAN	1041	human
MXRA5_HUMAN	2828	human
SPHK2_HUMAN	654	human
PDGFC_HUMAN	345	human
S17A5_HUMAN	495	human
4ET_HUMAN	985	human
CHSTC_HUMAN	414	human
ST7_HUMAN	585	human
SPTN5_HUMAN	3674	human
SIR7_HUMAN	400	human
FBX6_HUMAN	293	human
PICK1_HUMAN	415	human
DUOX2_HUMAN	1548	human
DUOX1_HUMAN	1551	human
MMP26_HUMAN	261	human
TSH2_HUMAN	1034	human
SH2B1_HUMAN	756	human
PYRG2_HUMAN	586	human
DPOE3_HUMAN	147	human
CHRC1_HUMAN	131	human
PRDC1_HUMAN	225	human
SMYD2_HUMAN	433	human
AAAS_HUMAN	546	human
SNRK_HUMAN	765	human
TBG2_HUMAN	451	human
DISC1_HUMAN	854	human
CCL28_HUMAN	127	human
TULP4_HUMAN	1543	human
PCDBG_HUMAN	776	human
ABCBA_HUMAN	738	human
BAZ1A_HUMAN	1556	human
STRN4_HUMAN	753	human
GTR9_HUMAN	540	human
ENAM_HUMAN	1142	human
I17RB_HUMAN	502	human
LATS2_HUMAN	1088	human
ADPPT_HUMAN	309	human
METL5_HUMAN	209	human
STK36_HUMAN	1315	human
PLS4_HUMAN	329	human
SMCO4_HUMAN	59	human
TRYG1_HUMAN	321	human
C42S2_HUMAN	84	human
RNC_HUMAN	1374	human
UBQL4_HUMAN	601	human
INP5E_HUMAN	644	human
C42S1_HUMAN	79	human
TMPS4_HUMAN	437	human
SNX15_HUMAN	342	human
RAB6B_HUMAN	208	human
ABC3C_HUMAN	190	human
DUS22_HUMAN	184	human
VPS45_HUMAN	570	human
PNO1_HUMAN	252	human
RM17_HUMAN	175	human
PHP14_HUMAN	125	human
SERC1_HUMAN	453	human
KISHB_HUMAN	74	human
SOSSC_HUMAN	104	human
RHG35_HUMAN	1499	human
PLS3_HUMAN	295	human
PLS2_HUMAN	297	human
PLCD_HUMAN	378	human
PLCC_HUMAN	376	human
HELLS_HUMAN	838	human
C1GLT_HUMAN	363	human
LTBP3_HUMAN	1303	human
GLRX2_HUMAN	164	human
RASF1_HUMAN	344	human
ZHANG_HUMAN	354	human
RED2_HUMAN	739	human
KCNH7_HUMAN	1196	human
TOPRS_HUMAN	1045	human
KCIP2_HUMAN	270	human
THSD1_HUMAN	852	human
RPRM_HUMAN	109	human
TNR19_HUMAN	423	human
TOM22_HUMAN	142	human
GKN1_HUMAN	185	human
MBIP1_HUMAN	344	human
CLTR2_HUMAN	346	human
AAA1_HUMAN	523	human
CHST7_HUMAN	486	human
LANC2_HUMAN	450	human
KIF15_HUMAN	1388	human
RAD18_HUMAN	495	human
S22AB_HUMAN	550	human
FGF21_HUMAN	209	human
KCND1_HUMAN	647	human
CNBP1_HUMAN	81	human
KRT84_HUMAN	600	human
KRT82_HUMAN	513	human
HOME2_HUMAN	354	human
SALL1_HUMAN	1324	human
HOME3_HUMAN	361	human
SIA7A_HUMAN	600	human
ZN275_HUMAN	429	human
S6A13_HUMAN	602	human
SYFB_HUMAN	589	human
CISH_HUMAN	258	human
SYIM_HUMAN	1012	human
FIRRM_HUMAN	853	human
BRWD1_HUMAN	2320	human
SAMN1_HUMAN	373	human
KLC4_HUMAN	619	human
CS012_HUMAN	141	human
SNTG1_HUMAN	517	human
CENPM_HUMAN	180	human
PLPL3_HUMAN	481	human
TREX1_HUMAN	314	human
DIAP3_HUMAN	1193	human
BMP2K_HUMAN	1161	human
EMIL3_HUMAN	766	human
ATG3_HUMAN	314	human
TEN2_HUMAN	2774	human
LRC4B_HUMAN	713	human
PKDRE_HUMAN	2253	human
SIR3_HUMAN	399	human
AT8A2_HUMAN	1188	human
PDS5B_HUMAN	1447	human
SMC4_HUMAN	1288	human
MA2C1_HUMAN	1040	human
SAC1_HUMAN	587	human
DEPP1_HUMAN	212	human
OLA1_HUMAN	396	human
CUTC_HUMAN	273	human
S35D1_HUMAN	355	human
SEM4G_HUMAN	838	human
CXB4_HUMAN	266	human
ZF64B_HUMAN	645	human
RN146_HUMAN	359	human
F217B_HUMAN	383	human
TB22B_HUMAN	505	human
MDN1_HUMAN	5596	human
FX4L1_HUMAN	408	human
ZFP57_HUMAN	452	human
ACS2L_HUMAN	689	human
ZCHC3_HUMAN	403	human
PIGV_HUMAN	493	human
ZDH18_HUMAN	388	human
TM14B_HUMAN	114	human
DECR2_HUMAN	292	human
ABHDA_HUMAN	306	human
T11L1_HUMAN	509	human
MBNL3_HUMAN	354	human
STAU2_HUMAN	570	human
SHFL_HUMAN	291	human
DDX28_HUMAN	540	human
S39A9_HUMAN	307	human
T106B_HUMAN	274	human
LMBD1_HUMAN	540	human
ACER3_HUMAN	267	human
LIN7C_HUMAN	197	human
PLCE_HUMAN	364	human
TXLNG_HUMAN	528	human
UFSP2_HUMAN	469	human
CYRIB_HUMAN	324	human
AP5S1_HUMAN	200	human
MITOS_HUMAN	735	human
OTULL_HUMAN	356	human
DD19A_HUMAN	478	human
SPTC3_HUMAN	552	human
GIMA4_HUMAN	329	human
TYDP1_HUMAN	608	human
POTE1_HUMAN	634	human
TBC23_HUMAN	699	human
DCA13_HUMAN	445	human
TM140_HUMAN	185	human
SAST_HUMAN	265	human
TM100_HUMAN	134	human
IMP3_HUMAN	184	human
NUD15_HUMAN	164	human
MRGBP_HUMAN	204	human
RN19A_HUMAN	838	human
TM39A_HUMAN	488	human
EXOC1_HUMAN	894	human
PCMD2_HUMAN	361	human
INT9_HUMAN	658	human
NFIP2_HUMAN	336	human
CC50A_HUMAN	361	human
UQCC1_HUMAN	299	human
SEP11_HUMAN	429	human
S38A7_HUMAN	462	human
MED17_HUMAN	651	human
SETD4_HUMAN	440	human
PARVA_HUMAN	372	human
UBP40_HUMAN	1235	human
PANK4_HUMAN	773	human
FBX28_HUMAN	368	human
EKI2_HUMAN	386	human
EXD2_HUMAN	621	human
DJC11_HUMAN	559	human
INT7_HUMAN	962	human
TMLH_HUMAN	421	human
FANCI_HUMAN	1328	human
ATD3A_HUMAN	634	human
ARL8B_HUMAN	186	human
FGOP2_HUMAN	253	human
F86C1_HUMAN	165	human
FAME_HUMAN	296	human
ANM7_HUMAN	692	human
INT13_HUMAN	706	human
RIC8B_HUMAN	520	human
GNL3L_HUMAN	582	human
DDX18_HUMAN	670	human
ASF1B_HUMAN	202	human
DZAN1_HUMAN	752	human
INT10_HUMAN	710	human
KTU_HUMAN	837	human
PNPO_HUMAN	261	human
ARMC1_HUMAN	282	human
RPC5_HUMAN	708	human
SDA1_HUMAN	687	human
TM38B_HUMAN	291	human
PAPD1_HUMAN	582	human
AIG1_HUMAN	238	human
THAP1_HUMAN	213	human
RNF12_HUMAN	624	human
HAUS2_HUMAN	235	human
NLE1_HUMAN	485	human
KBTB4_HUMAN	534	human
RPC2_HUMAN	1133	human
RBM28_HUMAN	759	human
ANO10_HUMAN	660	human
FANCL_HUMAN	375	human
RBM22_HUMAN	420	human
GPTC2_HUMAN	528	human
DMAC2_HUMAN	257	human
TMM51_HUMAN	253	human
RFOX1_HUMAN	397	human
ARGL1_HUMAN	273	human
IFT57_HUMAN	429	human
TM248_HUMAN	314	human
BEX4_HUMAN	120	human
S52A1_HUMAN	448	human
RN216_HUMAN	866	human
TM242_HUMAN	141	human
SPAT6_HUMAN	488	human
SLTM_HUMAN	1034	human
BCD1_HUMAN	470	human
SMOX_HUMAN	555	human
FKB14_HUMAN	211	human
FBX34_HUMAN	711	human
GPT2L_HUMAN	482	human
PHAG1_HUMAN	432	human
CN119_HUMAN	140	human
MCUB_HUMAN	336	human
PIHD1_HUMAN	290	human
PARI_HUMAN	579	human
F118A_HUMAN	357	human
RMND1_HUMAN	449	human
ZN446_HUMAN	450	human
PK1IP_HUMAN	392	human
HIF1N_HUMAN	349	human
AKIP_HUMAN	199	human
OXSM_HUMAN	459	human
GID8_HUMAN	228	human
RM22_HUMAN	206	human
BABA1_HUMAN	329	human
CLN6_HUMAN	311	human
NRK1_HUMAN	199	human
PLAT2_HUMAN	162	human
ASB6_HUMAN	421	human
THG1_HUMAN	298	human
HPF1_HUMAN	346	human
IRAK4_HUMAN	460	human
UCKL1_HUMAN	548	human
GEMI8_HUMAN	242	human
TXN4B_HUMAN	149	human
NALP2_HUMAN	1062	human
AIRIM_HUMAN	203	human
TSAP1_HUMAN	287	human
COMD8_HUMAN	183	human
DDIT4_HUMAN	232	human
NDUBB_HUMAN	153	human
SDHF2_HUMAN	166	human
NHP2_HUMAN	153	human
OCAD1_HUMAN	245	human
ADPRS_HUMAN	363	human
MARH5_HUMAN	278	human
RHBL2_HUMAN	303	human
HYPK_HUMAN	121	human
RAB20_HUMAN	234	human
LYAR_HUMAN	379	human
T161A_HUMAN	479	human
IMPA3_HUMAN	359	human
MIC19_HUMAN	227	human
ZSC32_HUMAN	697	human
MED29_HUMAN	200	human
DUS2_HUMAN	493	human
CKLF6_HUMAN	183	human
TM260_HUMAN	707	human
WBP1L_HUMAN	342	human
SYBU_HUMAN	663	human
SIR5_HUMAN	310	human
MKS1_HUMAN	559	human
ELOV2_HUMAN	296	human
GFOD1_HUMAN	390	human
MIOS_HUMAN	875	human
NSMA3_HUMAN	866	human
CWC25_HUMAN	425	human
TEX10_HUMAN	929	human
ZDHC7_HUMAN	308	human
CNTLN_HUMAN	1405	human
THUM1_HUMAN	353	human
P4HTM_HUMAN	502	human
TRM1_HUMAN	659	human
RN186_HUMAN	227	human
PGPI_HUMAN	209	human
MCM9_HUMAN	1143	human
NDE1_HUMAN	335	human
ANR10_HUMAN	420	human
BABA2_HUMAN	383	human
ING3_HUMAN	418	human
QPCTL_HUMAN	382	human
KCTD5_HUMAN	234	human
CARF_HUMAN	580	human
DJB12_HUMAN	375	human
ALKB4_HUMAN	302	human
NSE4A_HUMAN	385	human
DDX43_HUMAN	648	human
GAR1_HUMAN	217	human
STAB1_HUMAN	2570	human
CLC5A_HUMAN	188	human
S39A1_HUMAN	324	human
PP4R2_HUMAN	417	human
GALT8_HUMAN	637	human
BTG4_HUMAN	223	human
DPP3_HUMAN	737	human
SCN3A_HUMAN	2000	human
CA2D2_HUMAN	1150	human
OBP2A_HUMAN	170	human
ST32B_HUMAN	414	human
NSMA2_HUMAN	655	human
AATF_HUMAN	560	human
SL2A8_HUMAN	477	human
TBA8_HUMAN	449	human
SCN3B_HUMAN	215	human
ETAA1_HUMAN	926	human
SC5A4_HUMAN	659	human
DDX56_HUMAN	547	human
B3GN2_HUMAN	397	human
SNTG2_HUMAN	539	human
SPHK1_HUMAN	384	human
GOG6A_HUMAN	693	human
MTMR4_HUMAN	1195	human
TE2IP_HUMAN	399	human
SO1C1_HUMAN	712	human
ABI2_HUMAN	513	human
DYH9_HUMAN	4486	human
HXC10_HUMAN	342	human
DACT1_HUMAN	836	human
BCLF1_HUMAN	920	human
ZDHC3_HUMAN	299	human
APC11_HUMAN	84	human
KCNK4_HUMAN	393	human
UTP6_HUMAN	597	human
PSD3_HUMAN	1048	human
DLL3_HUMAN	618	human
TAB2_HUMAN	693	human
TLR7_HUMAN	1049	human
RM39_HUMAN	338	human
EURL_HUMAN	297	human
M3K20_HUMAN	800	human
CP39A_HUMAN	469	human
GPR83_HUMAN	423	human
BET1L_HUMAN	111	human
DONS_HUMAN	566	human
ELOV5_HUMAN	299	human
EPCIP_HUMAN	219	human
MS18A_HUMAN	233	human
HAOX2_HUMAN	351	human
CELR1_HUMAN	3014	human
CELR3_HUMAN	3312	human
FAT2_HUMAN	4349	human
KBRS2_HUMAN	191	human
KBRS1_HUMAN	192	human
UGGG2_HUMAN	1516	human
UGGG1_HUMAN	1555	human
CDK12_HUMAN	1490	human
RRN3_HUMAN	651	human
T2R16_HUMAN	291	human
T2R14_HUMAN	317	human
T2R10_HUMAN	307	human
TA2R5_HUMAN	299	human
TA2R4_HUMAN	299	human
RBAK_HUMAN	714	human
CALY_HUMAN	217	human
IL20_HUMAN	176	human
PLK2_HUMAN	685	human
FAKD2_HUMAN	710	human
TV23B_HUMAN	205	human
MFRN1_HUMAN	338	human
GTSE1_HUMAN	739	human
SIGL8_HUMAN	499	human
TECR_HUMAN	308	human
ERAP1_HUMAN	941	human
UBAP1_HUMAN	502	human
PA2G3_HUMAN	509	human
PEN2_HUMAN	101	human
USE1_HUMAN	259	human
CISD1_HUMAN	108	human
GGA3_HUMAN	723	human
PDXL2_HUMAN	605	human
FMN2_HUMAN	1722	human
TLS1_HUMAN	289	human
RTEL1_HUMAN	1219	human
STMN3_HUMAN	180	human
PRR13_HUMAN	148	human
NLGN3_HUMAN	848	human
CLIC5_HUMAN	410	human
F120A_HUMAN	1118	human
MOCS1_HUMAN	636	human
TREM2_HUMAN	230	human
GDE1_HUMAN	331	human
EHF_HUMAN	300	human
WWOX_HUMAN	414	human
SMAL1_HUMAN	954	human
GPC5D_HUMAN	345	human
GLTP_HUMAN	209	human
AHSP_HUMAN	102	human
SPG21_HUMAN	308	human
RM35_HUMAN	188	human
NINJ2_HUMAN	142	human
GPC5B_HUMAN	403	human
IL37_HUMAN	218	human
IL36B_HUMAN	164	human
IL36G_HUMAN	169	human
KCIP1_HUMAN	227	human
GRHL1_HUMAN	618	human
TF2L1_HUMAN	479	human
UBIP1_HUMAN	540	human
IF2B1_HUMAN	577	human
DTL_HUMAN	730	human
SACS_HUMAN	4579	human
E2AK3_HUMAN	1116	human
COQ3_HUMAN	369	human
MTCH1_HUMAN	389	human
NUDT4_HUMAN	180	human
ADA2_HUMAN	511	human
PA2GE_HUMAN	142	human
ZN224_HUMAN	707	human
HPBP1_HUMAN	359	human
MAT2B_HUMAN	334	human
MYOF_HUMAN	2061	human
ITSN2_HUMAN	1697	human
BICRA_HUMAN	1560	human
NOP53_HUMAN	478	human
PK2L2_HUMAN	624	human
IRPL1_HUMAN	696	human
EHD3_HUMAN	535	human
EHD2_HUMAN	543	human
ARHGC_HUMAN	1544	human
CNOT2_HUMAN	540	human
AIPL1_HUMAN	384	human
NPAP1_HUMAN	1156	human
C1RL_HUMAN	487	human
SPN90_HUMAN	722	human
PD1L1_HUMAN	290	human
TRPM5_HUMAN	1165	human
TMOD2_HUMAN	351	human
LRP1B_HUMAN	4599	human
VSX1_HUMAN	365	human
KLRF1_HUMAN	231	human
BFAR_HUMAN	450	human
CALL5_HUMAN	146	human
FLRT3_HUMAN	649	human
FLRT1_HUMAN	674	human
LMCD1_HUMAN	365	human
CABP1_HUMAN	370	human
CRIM1_HUMAN	1036	human
SELN_HUMAN	590	human
MSRB1_HUMAN	116	human
ZIM2_HUMAN	527	human
KCND2_HUMAN	630	human
DSPP_HUMAN	1301	human
CHMP5_HUMAN	219	human
COMD9_HUMAN	198	human
CNIH4_HUMAN	139	human
CWC15_HUMAN	229	human
CRIPT_HUMAN	101	human
NDUF4_HUMAN	175	human
HACD3_HUMAN	362	human
JKAMP_HUMAN	311	human
MED11_HUMAN	117	human
CC167_HUMAN	97	human
KLK14_HUMAN	267	human
EMC3_HUMAN	261	human
NDUAD_HUMAN	144	human
PDP1_HUMAN	537	human
KCMF1_HUMAN	381	human
ADA22_HUMAN	906	human
RAI14_HUMAN	980	human
FOXJ2_HUMAN	574	human
FRS1L_HUMAN	293	human
VAPA_HUMAN	249	human
ZKSC7_HUMAN	754	human
MARK1_HUMAN	795	human
PK2L1_HUMAN	805	human
AKA7G_HUMAN	348	human
H2AW_HUMAN	372	human
TM216_HUMAN	145	human
MARH2_HUMAN	246	human
TBCD7_HUMAN	293	human
RN181_HUMAN	153	human
MRES1_HUMAN	240	human
GSKIP_HUMAN	139	human
COX16_HUMAN	106	human
ORML1_HUMAN	153	human
TM14C_HUMAN	112	human
ZN581_HUMAN	197	human
TMEM9_HUMAN	183	human
TOM7_HUMAN	55	human
SENP1_HUMAN	644	human
CXXC1_HUMAN	656	human
SH3B4_HUMAN	963	human
SLAF8_HUMAN	285	human
SEP10_HUMAN	454	human
IFNK_HUMAN	207	human
HM20B_HUMAN	317	human
SPAT7_HUMAN	599	human
CAC1I_HUMAN	2223	human
SOX_HUMAN	390	human
GMIP_HUMAN	970	human
GCNT4_HUMAN	453	human
NTRI_HUMAN	344	human
CLC1B_HUMAN	229	human
LUZP4_HUMAN	313	human
DLGP2_HUMAN	1054	human
VPS54_HUMAN	977	human
MDFIC_HUMAN	246	human
RPA12_HUMAN	126	human
CSC1_HUMAN	806	human
SIRPG_HUMAN	387	human
PIM2_HUMAN	311	human
CAMP3_HUMAN	1249	human
ZBTB4_HUMAN	1013	human
CACO1_HUMAN	691	human
HCN3_HUMAN	774	human
WHRN_HUMAN	907	human
NHSL3_HUMAN	1035	human
CEP72_HUMAN	647	human
PLCE1_HUMAN	2302	human
COKA1_HUMAN	1284	human
DAPLE_HUMAN	2028	human
DYH2_HUMAN	4427	human
CNTN3_HUMAN	1028	human
AT10D_HUMAN	1426	human
ZFAT_HUMAN	1243	human
STIM2_HUMAN	746	human
VPS18_HUMAN	973	human
RCC2_HUMAN	522	human
JCAD_HUMAN	1359	human
MBD5_HUMAN	1494	human
SLAI2_HUMAN	581	human
TRM9B_HUMAN	454	human
TEN3_HUMAN	2699	human
UBP36_HUMAN	1123	human
FNIP2_HUMAN	1114	human
SEM5B_HUMAN	1151	human
PAK5_HUMAN	719	human
BCCIP_HUMAN	314	human
STK26_HUMAN	416	human
C5AR2_HUMAN	337	human
ABI3_HUMAN	366	human
FPRP_HUMAN	879	human
CT2NL_HUMAN	639	human
IBTK_HUMAN	1353	human
CHD7_HUMAN	2997	human
HTR5B_HUMAN	2071	human
DYH1_HUMAN	4265	human
KIF17_HUMAN	1029	human
ZNFX1_HUMAN	1918	human
CHPF2_HUMAN	772	human
MARH4_HUMAN	410	human
RRBP1_HUMAN	1410	human
RHG20_HUMAN	1191	human
ZN319_HUMAN	582	human
AKIB1_HUMAN	1089	human
MAP10_HUMAN	905	human
KLHL8_HUMAN	620	human
CE126_HUMAN	1117	human
IFT80_HUMAN	777	human
UBP35_HUMAN	1018	human
CPSF2_HUMAN	782	human
TUTLA_HUMAN	1179	human
KLHL9_HUMAN	617	human
SYLC_HUMAN	1176	human
C2D2A_HUMAN	1620	human
TXD16_HUMAN	825	human
RCOR3_HUMAN	495	human
MYEF2_HUMAN	600	human
KLH42_HUMAN	505	human
E2AK4_HUMAN	1649	human
DISP3_HUMAN	1392	human
WDR35_HUMAN	1181	human
LR2BP_HUMAN	347	human
TBC14_HUMAN	693	human
CING_HUMAN	1203	human
RHG28_HUMAN	729	human
ATS9_HUMAN	1935	human
KANL3_HUMAN	904	human
KLH13_HUMAN	655	human
HECW2_HUMAN	1572	human
STAR9_HUMAN	4700	human
FRM4A_HUMAN	1039	human
ANFY1_HUMAN	1169	human
RERE_HUMAN	1566	human
SUCB1_HUMAN	463	human
NRX2A_HUMAN	1712	human
WRP73_HUMAN	460	human
SPMA2_HUMAN	379	human
GMPR2_HUMAN	348	human
VGLU1_HUMAN	560	human
VGLU2_HUMAN	582	human
HOP2_HUMAN	217	human
GBG13_HUMAN	67	human
B3GA1_HUMAN	334	human
STX18_HUMAN	335	human
DPM3_HUMAN	92	human
IMPCT_HUMAN	320	human
ZN219_HUMAN	722	human
UVRAG_HUMAN	699	human
ATX10_HUMAN	475	human
MBD2_HUMAN	411	human
NCDN_HUMAN	729	human
TFP11_HUMAN	837	human
HNF6_HUMAN	465	human
IKBL1_HUMAN	381	human
EP15R_HUMAN	864	human
DNM3B_HUMAN	853	human
MYO1A_HUMAN	1043	human
GALP_HUMAN	116	human
SPRR3_HUMAN	169	human
HSFX1_HUMAN	423	human
XCL2_HUMAN	114	human
ORC3_HUMAN	711	human
RHCG_HUMAN	479	human
CLCF1_HUMAN	225	human
SAE1_HUMAN	346	human
NLK_HUMAN	527	human
MAGC2_HUMAN	373	human
COPG2_HUMAN	871	human
RBX2_HUMAN	113	human
PI4KB_HUMAN	816	human
MYOTI_HUMAN	498	human
MRC2_HUMAN	1479	human
CRNN_HUMAN	495	human
I36RA_HUMAN	155	human
S53A1_HUMAN	696	human
COMD3_HUMAN	195	human
STML1_HUMAN	398	human
GBG12_HUMAN	72	human
ABCD2_HUMAN	740	human
PRGC1_HUMAN	798	human
HCST_HUMAN	93	human
MTRR_HUMAN	698	human
UXT_HUMAN	157	human
ASH2L_HUMAN	628	human
CPNE7_HUMAN	633	human
P2RX2_HUMAN	471	human
PEMT_HUMAN	199	human
OPT_HUMAN	332	human
DHCR7_HUMAN	475	human
MGT4C_HUMAN	478	human
CCG4_HUMAN	327	human
TRPC4_HUMAN	977	human
TR10D_HUMAN	386	human
HDAC6_HUMAN	1215	human
SPAST_HUMAN	616	human
DKK3_HUMAN	350	human
HEY2_HUMAN	337	human
TRMB_HUMAN	276	human
GULP1_HUMAN	304	human
VPS29_HUMAN	182	human
EIF3K_HUMAN	218	human
EXTL2_HUMAN	330	human
GRHPR_HUMAN	328	human
BUP1_HUMAN	384	human
CATZ_HUMAN	303	human
LHX3_HUMAN	397	human
CKLF_HUMAN	152	human
KS6B2_HUMAN	482	human
DNJB9_HUMAN	223	human
DJB11_HUMAN	358	human
GABR1_HUMAN	961	human
RNF14_HUMAN	474	human
SUCO_HUMAN	1254	human
SAE2_HUMAN	640	human
DKK4_HUMAN	224	human
POLK_HUMAN	870	human
CTNL1_HUMAN	734	human
DKK2_HUMAN	259	human
GHRL_HUMAN	117	human
DBF4A_HUMAN	674	human
MO4L1_HUMAN	362	human
NXF1_HUMAN	619	human
SE1L1_HUMAN	794	human
WNT16_HUMAN	365	human
B4GT7_HUMAN	327	human
PEF1_HUMAN	284	human
BIN2_HUMAN	565	human
ZMYM2_HUMAN	1377	human
CSN7A_HUMAN	275	human
HESX1_HUMAN	185	human
CATF_HUMAN	484	human
DUX4_HUMAN	424	human
DIC_HUMAN	287	human
FBLN5_HUMAN	448	human
KLK11_HUMAN	282	human
B4GT6_HUMAN	382	human
SL9A2_HUMAN	812	human
LPAR3_HUMAN	353	human
CLN8_HUMAN	286	human
HSPB7_HUMAN	170	human
APEX2_HUMAN	518	human
REV1_HUMAN	1251	human
ZNF69_HUMAN	566	human
PPR1B_HUMAN	204	human
AASS_HUMAN	926	human
CLIP2_HUMAN	1046	human
ZN212_HUMAN	495	human
QCR9_HUMAN	63	human
ZMAT5_HUMAN	170	human
S14L4_HUMAN	406	human
ZO2_HUMAN	1190	human
DNJB4_HUMAN	337	human
TRI10_HUMAN	481	human
MALT1_HUMAN	824	human
ST17A_HUMAN	414	human
KLOT_HUMAN	1012	human
ZN629_HUMAN	869	human
DAXX_HUMAN	740	human
TRM7_HUMAN	329	human
VTI1B_HUMAN	232	human
MARCO_HUMAN	520	human
STK39_HUMAN	545	human
ADDG_HUMAN	706	human
PKHB1_HUMAN	243	human
HYPDH_HUMAN	460	human
EPHA6_HUMAN	1036	human
FXL17_HUMAN	701	human
ZBT47_HUMAN	747	human
LRWD1_HUMAN	647	human
RIM3A_HUMAN	1639	human
CCD39_HUMAN	941	human
CNOT8_HUMAN	292	human
CS025_HUMAN	118	human
DYH17_HUMAN	4462	human
GAK1A_HUMAN	575	human
CGBP1_HUMAN	167	human
IF172_HUMAN	1749	human
GIMA2_HUMAN	337	human
PISD_HUMAN	409	human
MIOX_HUMAN	285	human
RGS17_HUMAN	210	human
RF1ML_HUMAN	380	human
S23A2_HUMAN	650	human
ZRAN1_HUMAN	708	human
KCNN3_HUMAN	731	human
TES_HUMAN	421	human
AAKG3_HUMAN	489	human
AAKG2_HUMAN	569	human
GCP4_HUMAN	667	human
STAP2_HUMAN	403	human
SRGEF_HUMAN	458	human
KDM5B_HUMAN	1544	human
CRCT1_HUMAN	99	human
ACHA9_HUMAN	479	human
DMBT1_HUMAN	2413	human
FETUB_HUMAN	382	human
SYWM_HUMAN	360	human
CLM8_HUMAN	299	human
PARP2_HUMAN	583	human
LIMD1_HUMAN	676	human
DPOLL_HUMAN	575	human
SEC63_HUMAN	760	human
FLOWR_HUMAN	172	human
GTR6_HUMAN	507	human
Z3H7B_HUMAN	977	human
SUSD2_HUMAN	822	human
TCF20_HUMAN	1960	human
HMGX4_HUMAN	601	human
NOL12_HUMAN	213	human
SEPT3_HUMAN	358	human
ABC3B_HUMAN	382	human
SWP70_HUMAN	585	human
COE1_HUMAN	591	human
KLHL3_HUMAN	587	human
MLX_HUMAN	298	human
SUN2_HUMAN	717	human
LTOR3_HUMAN	124	human
IL36A_HUMAN	158	human
NDOR1_HUMAN	597	human
LIMA1_HUMAN	759	human
AFF4_HUMAN	1163	human
SRP68_HUMAN	627	human
MLH3_HUMAN	1453	human
ASIC3_HUMAN	531	human
CNTP2_HUMAN	1331	human
MKRN1_HUMAN	482	human
NPCL1_HUMAN	1359	human
IL19_HUMAN	177	human
CHRD1_HUMAN	332	human
TBK1_HUMAN	729	human
CIDEB_HUMAN	219	human
SEPT9_HUMAN	586	human
UBQL2_HUMAN	624	human
NAT8_HUMAN	227	human
STEA1_HUMAN	339	human
TKNK_HUMAN	121	human
EGFL7_HUMAN	273	human
NAT8B_HUMAN	227	human
I20RA_HUMAN	553	human
TRPS1_HUMAN	1281	human
DCDC2_HUMAN	476	human
PCS1N_HUMAN	260	human
PCYOX_HUMAN	505	human
IP6K2_HUMAN	426	human
LAT2_HUMAN	535	human
DDX20_HUMAN	824	human
S23A1_HUMAN	598	human
ATS1_HUMAN	967	human
SMBT1_HUMAN	866	human
SHPK_HUMAN	478	human
PGAP2_HUMAN	254	human
NUFP1_HUMAN	495	human
AMACR_HUMAN	382	human
DDX25_HUMAN	483	human
DPP2_HUMAN	492	human
GT2D1_HUMAN	959	human
OPN4_HUMAN	478	human
DPOG2_HUMAN	485	human
CEIP2_HUMAN	1383	human
UBP25_HUMAN	1055	human
RSP14_HUMAN	348	human
CLC2D_HUMAN	191	human
NARF_HUMAN	456	human
BAP29_HUMAN	241	human
NB5R1_HUMAN	305	human
BI2L1_HUMAN	511	human
S30BP_HUMAN	308	human
